indicator,indicator_type,threat_type,severity,source,first_seen,label
203.0.113.56,ipv4,command_and_control,medium,opensource_feed_a,2026-07-08T03:00:00,suspicious
login1072.example.com,domain,data_exfiltration,high,opensource_feed_b,2026-07-06T15:00:00,malicious
update1073.example.com,domain,malware_delivery,high,opensource_feed_a,2026-06-12T10:00:00,malicious
d1f1e86ab777e9f942eaf593c1ab155a,md5,phishing,medium,opensource_feed_b,2026-06-06T15:00:00,suspicious
http://account1075.example.org/download,url,malware_delivery,critical,opensource_feed_a,2026-07-25T02:00:00,malicious
http://account1076.example.org/a,url,brute_force,low,opensource_feed_b,2026-08-02T00:00:00,benign
856e37006e44a5b881c17a03756e24e0e4a47c81,sha1,malware_delivery,medium,opensource_feed_a,2026-07-15T18:00:00,suspicious
203.0.113.242,ipv4,unknown,high,internal_soc_export,2026-06-15T10:00:00,benign
e7dbc97cfab8abcadacfa02822abb21150ff943d,sha1,malware_delivery,high,opensource_feed_a,2026-07-22T10:00:00,malicious
bb18961306f15cc6d09a1809252cbb968b1aca13234ca560b2d6f520c778fabd,sha256,command_and_control,medium,internal_soc_export,2026-06-19T17:00:00,suspicious
update1081.example.com,domain,phishing,high,opensource_feed_b,2026-07-14T08:00:00,malicious
203.0.113.16,ipv4,brute_force,low,opensource_feed_a,2026-06-22T17:00:00,benign
mail1083.example.com,domain,brute_force,medium,opensource_feed_b,2026-07-28T04:00:00,suspicious
203.0.113.108,ipv4,data_exfiltration,high,opensource_feed_b,2026-08-10T11:00:00,suspicious
efb3cf5a70abb9f3ea9074be64d8cecdffe48db3,sha1,botnet,medium,internal_soc_export,2026-07-02T00:00:00,suspicious
192.0.2.118,ipv4,unknown,medium,opensource_feed_a,2026-08-03T06:00:00,benign
f409bf9eb6ab52fd8cdbfb0970d4fc5f9a1e758d,sha1,brute_force,critical,opensource_feed_a,2026-07-23T17:00:00,suspicious
52c546770fa250c29e0cdf07dd750957f1455a56,sha1,brute_force,high,internal_soc_export,2026-07-19T22:00:00,suspicious
b8fd680e25dd8dd7fee6cf8d5d03c5c6966b1911,sha1,phishing,medium,opensource_feed_a,2026-07-12T10:00:00,suspicious
192.0.2.18,ipv4,data_exfiltration,medium,opensource_feed_b,2026-06-09T03:00:00,suspicious
http://files1091.example.org/a,url,malware_delivery,critical,opensource_feed_b,2026-06-11T01:00:00,malicious
http://img1092.example.org/download,url,command_and_control,low,opensource_feed_b,2026-07-09T12:00:00,suspicious
198.51.100.6,ipv4,unknown,low,internal_soc_export,2026-06-10T17:00:00,benign
mail1094.example.com,domain,botnet,medium,opensource_feed_b,2026-07-15T18:00:00,suspicious
http://verify1095.example.org/login,url,phishing,low,opensource_feed_a,2026-07-02T22:00:00,suspicious
static1096.example.com,domain,malware_delivery,critical,opensource_feed_a,2026-07-26T07:00:00,malicious
14cb9115d9b26f58cd45b7122bd94bdca1166858d47144f7a5435f1bf031a8c2,sha256,phishing,high,opensource_feed_a,2026-06-23T01:00:00,suspicious
6632a311f4ac57e63bbec5eb1c3f7294,md5,phishing,high,internal_soc_export,2026-08-06T02:00:00,suspicious
d8f48ea22b346658055aad35a13c6178e835976e,sha1,malware_delivery,medium,opensource_feed_b,2026-06-08T14:00:00,suspicious
203.0.113.101,ipv4,unknown,high,internal_soc_export,2026-07-07T14:00:00,benign
192.0.2.89,ipv4,malware_delivery,medium,opensource_feed_b,2026-06-30T05:00:00,suspicious
203.0.113.84,ipv4,botnet,high,internal_soc_export,2026-08-07T12:00:00,suspicious
78cfe6f0fa0365e94bcd41eb794abcafbc10615c934c89d33a931de7ad240cf4,sha256,command_and_control,high,opensource_feed_b,2026-07-02T07:00:00,malicious
203.0.113.183,ipv4,scanning,medium,internal_soc_export,2026-07-15T23:00:00,benign
http://account1105.example.org/index,url,phishing,medium,opensource_feed_b,2026-08-04T15:00:00,suspicious
198.51.100.61,ipv4,brute_force,medium,opensource_feed_a,2026-07-18T02:00:00,benign
198.51.100.31,ipv4,botnet,low,internal_soc_export,2026-06-04T12:00:00,benign
ce3cf635239a5a12e5871be50cb61b8c,md5,brute_force,high,opensource_feed_b,2026-07-27T08:00:00,suspicious
http://img1109.example.org/download,url,brute_force,high,opensource_feed_a,2026-06-12T02:00:00,suspicious
fb1408ed52b58afcfa5ea91e60a6dfac8e589e30f54475a5405602d237f33847,sha256,botnet,low,internal_soc_export,2026-07-15T20:00:00,suspicious
192.0.2.230,ipv4,scanning,medium,opensource_feed_b,2026-07-15T14:00:00,benign
login1112.example.com,domain,phishing,medium,opensource_feed_b,2026-06-03T10:00:00,malicious
192.0.2.214,ipv4,botnet,high,opensource_feed_b,2026-08-03T05:00:00,suspicious
static1114.example.com,domain,malware_delivery,high,internal_soc_export,2026-07-15T02:00:00,suspicious
c291070ddee88f1bf613ebf21d903564fd99c731,sha1,phishing,medium,opensource_feed_b,2026-08-02T15:00:00,benign
67e4b5486dd4fe05a839560792471a31,md5,botnet,critical,opensource_feed_b,2026-07-23T06:00:00,malicious
mail1117.example.com,domain,command_and_control,low,internal_soc_export,2026-07-26T06:00:00,benign
198.51.100.243,ipv4,data_exfiltration,high,internal_soc_export,2026-07-16T17:00:00,suspicious
c216dfaad5cdbe4eb08ea86f92935649c6b55e0658aed05937a695649b100901,sha256,scanning,medium,internal_soc_export,2026-07-20T12:00:00,suspicious
198.51.100.202,ipv4,brute_force,high,opensource_feed_b,2026-06-09T08:00:00,suspicious
b34c023213f3281e184282de7c48243f339d51511654c3e73ee160d87276af8c,sha256,botnet,high,internal_soc_export,2026-07-04T09:00:00,malicious
192.0.2.182,ipv4,data_exfiltration,low,internal_soc_export,2026-07-16T08:00:00,suspicious
192.0.2.212,ipv4,scanning,high,opensource_feed_b,2026-07-26T05:00:00,benign
e95e240a168f2b9a8cb3c992b03c2f60,md5,brute_force,medium,opensource_feed_a,2026-07-26T21:00:00,benign
ada7969d3b56240c2b2bff685b1e2dd38cc9bbc71a032b5f1c1c3d15fb5f1e8f,sha256,scanning,high,opensource_feed_a,2026-07-16T10:00:00,benign
192.0.2.245,ipv4,unknown,medium,opensource_feed_a,2026-07-06T19:00:00,benign
c778c8953ccb54a9f411ade9724d9d9a82996a7a1facc1653f7afaa38fb2365c,sha256,scanning,critical,opensource_feed_b,2026-07-13T05:00:00,suspicious
192.0.2.223,ipv4,brute_force,low,opensource_feed_a,2026-07-12T20:00:00,benign
4b56bde1943a33930960ee652a0e262ef7bc9081,sha1,data_exfiltration,medium,opensource_feed_b,2026-06-12T23:00:00,suspicious
a3429be277d963d4a0a16bf47203deda,md5,command_and_control,medium,opensource_feed_b,2026-07-15T19:00:00,suspicious
c1b1a128b1c1c42b875b74a0c5e3cc1ce5ca19cc,sha1,command_and_control,medium,internal_soc_export,2026-07-08T02:00:00,suspicious
192.0.2.218,ipv4,scanning,medium,opensource_feed_b,2026-07-10T08:00:00,benign
192.0.2.98,ipv4,botnet,high,internal_soc_export,2026-08-03T09:00:00,suspicious
198.51.100.218,ipv4,botnet,high,opensource_feed_a,2026-06-10T01:00:00,suspicious
203.0.113.187,ipv4,scanning,high,opensource_feed_b,2026-06-10T23:00:00,benign
http://files1136.example.org/download,url,unknown,medium,opensource_feed_a,2026-06-26T08:00:00,benign
24caed1d2ae03120a37df83c2b98320b,md5,phishing,low,opensource_feed_a,2026-06-17T21:00:00,benign
198.51.100.229,ipv4,malware_delivery,low,opensource_feed_b,2026-07-30T10:00:00,suspicious
update1139.example.com,domain,brute_force,high,opensource_feed_b,2026-08-02T22:00:00,malicious
http://files1140.example.org/download,url,scanning,low,internal_soc_export,2026-07-16T02:00:00,benign
7edf36100c100ec65a82043df97d0f0a65068094,sha1,command_and_control,low,opensource_feed_b,2026-07-19T15:00:00,benign
192.0.2.215,ipv4,malware_delivery,critical,opensource_feed_b,2026-06-01T13:00:00,suspicious
198.51.100.221,ipv4,brute_force,high,opensource_feed_a,2026-06-07T12:00:00,suspicious
203.0.113.205,ipv4,command_and_control,high,opensource_feed_b,2026-06-19T10:00:00,malicious
491d1e06bdaad89b0514b138a605a95e6a6129b9bad5fa6d6cab819adfb4b974,sha256,data_exfiltration,critical,internal_soc_export,2026-07-18T17:00:00,malicious
login1146.example.com,domain,brute_force,critical,opensource_feed_b,2026-07-10T02:00:00,malicious
http://files1147.example.org/index,url,unknown,medium,internal_soc_export,2026-06-19T19:00:00,benign
198.51.100.218,ipv4,data_exfiltration,medium,opensource_feed_b,2026-07-04T09:00:00,suspicious
cdn1149.example.com,domain,data_exfiltration,high,opensource_feed_a,2026-06-25T05:00:00,malicious
update1150.example.com,domain,scanning,medium,opensource_feed_a,2026-07-29T09:00:00,suspicious
28454196caae5d992bd88f3c48fa1465,md5,scanning,low,opensource_feed_a,2026-08-07T13:00:00,benign
192.0.2.73,ipv4,unknown,critical,internal_soc_export,2026-07-03T22:00:00,suspicious
198.51.100.73,ipv4,phishing,medium,opensource_feed_b,2026-08-04T17:00:00,suspicious
http://secure1154.example.org/index,url,malware_delivery,medium,opensource_feed_a,2026-07-07T04:00:00,suspicious
http://account1155.example.org/login,url,phishing,medium,opensource_feed_b,2026-07-16T03:00:00,suspicious
198.51.100.227,ipv4,brute_force,medium,opensource_feed_a,2026-07-22T05:00:00,benign
203.0.113.166,ipv4,botnet,critical,internal_soc_export,2026-07-16T04:00:00,suspicious
mail1158.example.com,domain,botnet,critical,opensource_feed_a,2026-06-30T15:00:00,malicious
http://img1159.example.org/index,url,unknown,low,opensource_feed_b,2026-07-09T01:00:00,benign
update1160.example.com,domain,command_and_control,medium,opensource_feed_a,2026-07-02T13:00:00,malicious
192.0.2.27,ipv4,botnet,medium,internal_soc_export,2026-07-31T08:00:00,suspicious
203.0.113.25,ipv4,brute_force,high,internal_soc_export,2026-07-21T19:00:00,suspicious
login1163.example.com,domain,botnet,high,opensource_feed_b,2026-06-11T15:00:00,malicious
192.0.2.21,ipv4,unknown,low,opensource_feed_b,2026-06-09T00:00:00,benign
mail1165.example.com,domain,brute_force,medium,opensource_feed_a,2026-07-17T13:00:00,benign
d05d03177b5808d468c40ee4d130f3ec1f560b2063cce6cda11d50fb8e3d10c8,sha256,data_exfiltration,critical,internal_soc_export,2026-06-13T11:00:00,malicious
http://files1167.example.org/index,url,phishing,low,internal_soc_export,2026-07-03T14:00:00,suspicious
static1168.example.com,domain,scanning,low,internal_soc_export,2026-08-05T22:00:00,benign
198.51.100.189,ipv4,brute_force,critical,internal_soc_export,2026-07-02T17:00:00,suspicious
api1170.example.com,domain,scanning,high,opensource_feed_b,2026-06-14T09:00:00,suspicious
192.0.2.212,ipv4,malware_delivery,critical,opensource_feed_a,2026-07-26T02:00:00,malicious
203.0.113.102,ipv4,unknown,high,opensource_feed_b,2026-06-21T12:00:00,suspicious
update1173.example.com,domain,phishing,high,internal_soc_export,2026-06-13T16:00:00,suspicious
f6306c2f78372fff2742e50627732a78,md5,command_and_control,medium,opensource_feed_a,2026-07-21T17:00:00,suspicious
2a69fc71756bbc912d1ed9adca10a8656951df15602beb3c12e8c914a8755889,sha256,brute_force,high,opensource_feed_b,2026-07-16T10:00:00,suspicious
d6030d71505e8830b71a96c864801c89,md5,phishing,medium,opensource_feed_b,2026-07-27T14:00:00,suspicious
198.51.100.35,ipv4,malware_delivery,medium,opensource_feed_a,2026-08-08T05:00:00,suspicious
static1178.example.com,domain,phishing,high,internal_soc_export,2026-06-28T08:00:00,suspicious
198.51.100.4,ipv4,unknown,high,internal_soc_export,2026-08-06T15:00:00,benign
328f2f183584d4147f670e643b82a0a7a5be14e98af2b4a932c353021b902062,sha256,phishing,medium,internal_soc_export,2026-07-29T11:00:00,benign
f2485a5557285d68f2824215f76d6378956cac4b,sha1,unknown,critical,internal_soc_export,2026-07-23T18:00:00,suspicious
http://secure1182.example.org/a,url,data_exfiltration,medium,opensource_feed_b,2026-08-04T01:00:00,malicious
cdn1183.example.com,domain,botnet,medium,opensource_feed_a,2026-07-24T06:00:00,suspicious
198.51.100.103,ipv4,phishing,medium,internal_soc_export,2026-06-22T23:00:00,suspicious
cdn1185.example.com,domain,data_exfiltration,medium,opensource_feed_a,2026-07-22T14:00:00,suspicious
198.51.100.38,ipv4,brute_force,medium,opensource_feed_a,2026-07-16T17:00:00,benign
198.51.100.72,ipv4,unknown,medium,internal_soc_export,2026-06-27T01:00:00,benign
f5dc0a3aa58eb90a6744226693a1391b1fec363d3374893996fcb74027229e73,sha256,malware_delivery,low,opensource_feed_b,2026-06-11T23:00:00,benign
login1189.example.com,domain,unknown,low,internal_soc_export,2026-06-28T07:00:00,benign
203.0.113.61,ipv4,scanning,high,opensource_feed_a,2026-07-17T21:00:00,suspicious
471fdb751923224b29c3ae0ab565f804a3574ffb,sha1,malware_delivery,high,opensource_feed_b,2026-07-08T20:00:00,suspicious
192.0.2.52,ipv4,unknown,medium,opensource_feed_a,2026-07-20T23:00:00,benign
http://verify1193.example.org/download,url,phishing,high,internal_soc_export,2026-07-06T06:00:00,malicious
api1194.example.com,domain,malware_delivery,medium,opensource_feed_a,2026-07-29T21:00:00,suspicious
198.51.100.178,ipv4,phishing,high,opensource_feed_a,2026-07-24T13:00:00,suspicious
198.51.100.117,ipv4,data_exfiltration,medium,opensource_feed_a,2026-06-27T18:00:00,suspicious
f7dbd0e40e83097cb97e57c749c09b885da8ba7e4c4cbe568303e615ca636b85,sha256,phishing,high,opensource_feed_b,2026-07-21T05:00:00,suspicious
203.0.113.7,ipv4,scanning,high,opensource_feed_a,2026-06-28T18:00:00,suspicious
cc6f2b63c65f7f7dc65676262ed7ee1e,md5,malware_delivery,low,opensource_feed_b,2026-07-18T18:00:00,suspicious
192.0.2.187,ipv4,unknown,low,internal_soc_export,2026-06-13T06:00:00,benign
69bc23d34ef58861d2f57caf53cefdbd,md5,command_and_control,low,opensource_feed_a,2026-06-29T09:00:00,suspicious
mail1202.example.com,domain,command_and_control,critical,opensource_feed_a,2026-07-06T07:00:00,malicious
update1203.example.com,domain,phishing,medium,opensource_feed_a,2026-07-26T15:00:00,suspicious
203.0.113.131,ipv4,scanning,medium,internal_soc_export,2026-06-16T00:00:00,benign
192.0.2.68,ipv4,command_and_control,low,opensource_feed_b,2026-06-23T12:00:00,suspicious
http://img1206.example.org/download,url,unknown,high,opensource_feed_a,2026-07-12T16:00:00,suspicious
http://secure1207.example.org/login,url,data_exfiltration,medium,internal_soc_export,2026-08-06T18:00:00,malicious
update1208.example.com,domain,command_and_control,low,opensource_feed_b,2026-07-06T11:00:00,suspicious
192.0.2.179,ipv4,command_and_control,low,opensource_feed_b,2026-07-31T18:00:00,suspicious
cdn1210.example.com,domain,data_exfiltration,medium,opensource_feed_b,2026-08-09T12:00:00,suspicious
mail1211.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-07-17T15:00:00,suspicious
d68580ca3365d24120c289415710cf48f84d39fe1a611392f5ff8d3815f45ad6,sha256,malware_delivery,low,opensource_feed_a,2026-07-06T12:00:00,benign
203.0.113.42,ipv4,botnet,medium,opensource_feed_b,2026-06-30T02:00:00,suspicious
d2f9eff96c747ee0e9380fc75ab68325c4e45ebebab5ce26c156f0dd9dff1c7b,sha256,scanning,medium,opensource_feed_a,2026-07-12T19:00:00,benign
http://files1215.example.org/index,url,command_and_control,high,internal_soc_export,2026-08-10T11:00:00,malicious
mail1216.example.com,domain,command_and_control,high,opensource_feed_b,2026-07-14T02:00:00,malicious
api1217.example.com,domain,botnet,high,opensource_feed_b,2026-07-25T02:00:00,suspicious
203.0.113.246,ipv4,command_and_control,high,opensource_feed_a,2026-08-06T21:00:00,suspicious
28a6e6474dbc8d8ec6144ac0d0825b747072d3c2,sha1,malware_delivery,high,internal_soc_export,2026-06-19T10:00:00,malicious
192.0.2.126,ipv4,brute_force,high,opensource_feed_b,2026-06-18T17:00:00,suspicious
203.0.113.194,ipv4,scanning,critical,opensource_feed_a,2026-06-18T06:00:00,suspicious
203.0.113.201,ipv4,malware_delivery,medium,opensource_feed_a,2026-07-13T20:00:00,suspicious
bf683879e83776842c3e64a586eae633ff3deccffb338e4b8b88ff0fe0f6e150,sha256,phishing,high,internal_soc_export,2026-06-20T06:00:00,suspicious
130c6a3c1588f0e885780ecd625d9be372feca475c18db26ada10c8211deccd1,sha256,data_exfiltration,high,internal_soc_export,2026-06-12T06:00:00,malicious
cdn1225.example.com,domain,command_and_control,medium,opensource_feed_b,2026-07-06T22:00:00,suspicious
203.0.113.177,ipv4,botnet,low,internal_soc_export,2026-07-09T02:00:00,benign
198.51.100.189,ipv4,botnet,high,opensource_feed_b,2026-06-22T05:00:00,suspicious
http://img1228.example.org/login,url,command_and_control,high,opensource_feed_b,2026-07-17T03:00:00,malicious
update1229.example.com,domain,botnet,medium,internal_soc_export,2026-06-08T14:00:00,suspicious
198.51.100.244,ipv4,unknown,medium,opensource_feed_a,2026-07-06T19:00:00,benign
198.51.100.49,ipv4,malware_delivery,medium,opensource_feed_a,2026-07-20T07:00:00,suspicious
198.51.100.78,ipv4,data_exfiltration,medium,internal_soc_export,2026-08-01T01:00:00,suspicious
3aaadd3d9afdfce514ecc5a524bec295,md5,botnet,low,opensource_feed_b,2026-07-28T12:00:00,benign
57edfd89db3560708b27a861b3cbce0c,md5,scanning,high,internal_soc_export,2026-07-28T04:00:00,suspicious
203.0.113.211,ipv4,malware_delivery,critical,internal_soc_export,2026-07-25T06:00:00,malicious
198.51.100.32,ipv4,scanning,high,opensource_feed_a,2026-07-29T19:00:00,suspicious
api1237.example.com,domain,command_and_control,high,opensource_feed_a,2026-07-20T19:00:00,malicious
c01155f164c54985c3462d4d94a3f240,md5,brute_force,medium,opensource_feed_b,2026-06-26T13:00:00,benign
2de25758ae15adf0d67b5fbb03a42ffd3e423ebd,sha1,command_and_control,high,opensource_feed_b,2026-07-22T00:00:00,suspicious
5b6dac7ab40dbd67b3631d9b564de749,md5,data_exfiltration,critical,opensource_feed_a,2026-06-15T20:00:00,suspicious
192.0.2.160,ipv4,unknown,high,internal_soc_export,2026-07-30T19:00:00,suspicious
203.0.113.188,ipv4,unknown,medium,opensource_feed_a,2026-07-25T06:00:00,benign
http://account1243.example.org/login,url,unknown,medium,opensource_feed_b,2026-07-15T04:00:00,suspicious
6168291e3821257d291c230616180d45efbd1fd99354d96a2bd5349478813e3e,sha256,phishing,medium,opensource_feed_a,2026-06-16T21:00:00,suspicious
198.51.100.228,ipv4,command_and_control,medium,opensource_feed_b,2026-07-18T14:00:00,suspicious
3f76b61155e36163aca2f31a13330dda982204cbe8719f895c7a5b54da76ec2f,sha256,malware_delivery,critical,opensource_feed_b,2026-06-04T15:00:00,malicious
e7cd4a244c92491dd48ed531677f4bc81283f1486b35a3d9cac96d494197d8c4,sha256,data_exfiltration,high,opensource_feed_a,2026-06-15T10:00:00,malicious
203.0.113.172,ipv4,phishing,low,internal_soc_export,2026-06-27T04:00:00,suspicious
static1249.example.com,domain,botnet,medium,opensource_feed_b,2026-07-23T21:00:00,benign
http://files1250.example.org/login,url,unknown,medium,opensource_feed_b,2026-08-04T23:00:00,benign
cc9bba317fd351b566ef5d0fb3aa68d38db56d0a5c29d72104344da59616dbb2,sha256,scanning,high,opensource_feed_b,2026-07-02T04:00:00,suspicious
8456eb68fe1d9dffbaf392fb412b9e53e0142ea4dda3a4ed20d940ae67be8274,sha256,brute_force,high,opensource_feed_b,2026-07-12T23:00:00,suspicious
update1253.example.com,domain,botnet,high,opensource_feed_b,2026-07-08T15:00:00,malicious
http://account1254.example.org/a,url,unknown,low,opensource_feed_b,2026-07-20T22:00:00,benign
198.51.100.7,ipv4,malware_delivery,high,opensource_feed_a,2026-06-13T19:00:00,suspicious
116190a541809be0fc200019e075ea4c,md5,malware_delivery,high,opensource_feed_a,2026-06-21T02:00:00,suspicious
http://verify1257.example.org/a,url,command_and_control,medium,opensource_feed_b,2026-07-05T06:00:00,malicious
87e4390dea84c79b36d44e404e111430a606a498,sha1,brute_force,medium,opensource_feed_b,2026-07-17T03:00:00,suspicious
http://secure1259.example.org/download,url,scanning,high,internal_soc_export,2026-06-27T06:00:00,malicious
203.0.113.241,ipv4,command_and_control,high,internal_soc_export,2026-07-28T11:00:00,malicious
http://img1261.example.org/a,url,botnet,medium,opensource_feed_a,2026-07-02T19:00:00,malicious
e6d6f700351176b5b036733085d3753066a008257a0dfd0748c79c4f0e5514a0,sha256,malware_delivery,medium,internal_soc_export,2026-07-23T00:00:00,suspicious
dcd0961e3f77cf36e462735ef21414f3,md5,botnet,high,opensource_feed_b,2026-06-02T23:00:00,suspicious
192.0.2.62,ipv4,scanning,medium,internal_soc_export,2026-06-19T07:00:00,benign
http://img1265.example.org/login,url,brute_force,high,internal_soc_export,2026-06-21T06:00:00,malicious
update1266.example.com,domain,unknown,low,opensource_feed_a,2026-07-05T04:00:00,benign
http://img1267.example.org/a,url,unknown,critical,opensource_feed_b,2026-06-02T12:00:00,suspicious
static1268.example.com,domain,phishing,high,internal_soc_export,2026-07-24T09:00:00,suspicious
192.0.2.43,ipv4,command_and_control,medium,opensource_feed_a,2026-07-17T11:00:00,suspicious
login1270.example.com,domain,phishing,critical,opensource_feed_a,2026-06-26T12:00:00,malicious
83267e969d6b601b58cf071cff6dcb56,md5,data_exfiltration,low,opensource_feed_a,2026-08-05T09:00:00,benign
static1272.example.com,domain,botnet,medium,opensource_feed_b,2026-06-14T14:00:00,suspicious
192.0.2.47,ipv4,scanning,low,internal_soc_export,2026-08-10T01:00:00,benign
203.0.113.34,ipv4,scanning,medium,internal_soc_export,2026-06-10T07:00:00,benign
7cea22b586131ca21c1d80fda7a2d689ab7fd8dbaa0cc263a4b55e2a6889f3d6,sha256,botnet,low,internal_soc_export,2026-07-16T10:00:00,suspicious
api1276.example.com,domain,botnet,high,internal_soc_export,2026-06-09T20:00:00,suspicious
cdn1277.example.com,domain,command_and_control,medium,opensource_feed_b,2026-08-09T23:00:00,suspicious
198.51.100.161,ipv4,unknown,medium,internal_soc_export,2026-07-06T23:00:00,benign
198.51.100.31,ipv4,unknown,medium,opensource_feed_b,2026-08-10T10:00:00,benign
203.0.113.195,ipv4,command_and_control,low,opensource_feed_a,2026-06-02T20:00:00,suspicious
192.0.2.166,ipv4,brute_force,high,internal_soc_export,2026-08-03T12:00:00,suspicious
203.0.113.25,ipv4,malware_delivery,medium,opensource_feed_b,2026-07-31T11:00:00,suspicious
http://files1283.example.org/download,url,command_and_control,low,opensource_feed_a,2026-07-22T01:00:00,suspicious
c15c18bd45767e851eb87ecc4dd6ded9,md5,scanning,high,opensource_feed_a,2026-08-02T18:00:00,suspicious
api1285.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-06-03T07:00:00,suspicious
cdn1286.example.com,domain,command_and_control,high,internal_soc_export,2026-06-29T00:00:00,malicious
http://secure1287.example.org/index,url,command_and_control,high,opensource_feed_a,2026-07-01T01:00:00,malicious
198.51.100.90,ipv4,phishing,high,internal_soc_export,2026-07-19T02:00:00,malicious
mail1289.example.com,domain,unknown,low,internal_soc_export,2026-08-01T19:00:00,benign
198.51.100.200,ipv4,data_exfiltration,medium,internal_soc_export,2026-06-23T19:00:00,suspicious
cdn1291.example.com,domain,data_exfiltration,critical,opensource_feed_a,2026-08-08T22:00:00,malicious
198.51.100.44,ipv4,command_and_control,low,internal_soc_export,2026-06-30T01:00:00,suspicious
49e8e4462bbbab7aff62b9a1f323ba81,md5,scanning,high,internal_soc_export,2026-07-15T07:00:00,suspicious
http://account1294.example.org/download,url,data_exfiltration,critical,opensource_feed_b,2026-06-30T18:00:00,malicious
cdn1295.example.com,domain,malware_delivery,critical,opensource_feed_a,2026-07-17T05:00:00,malicious
203.0.113.172,ipv4,scanning,low,internal_soc_export,2026-06-17T03:00:00,benign
203.0.113.253,ipv4,phishing,medium,opensource_feed_b,2026-06-09T19:00:00,suspicious
203.0.113.240,ipv4,scanning,high,opensource_feed_a,2026-07-03T21:00:00,suspicious
a980835af73578bb3fdd29804db16cbe,md5,brute_force,medium,opensource_feed_a,2026-06-20T00:00:00,benign
198.51.100.116,ipv4,botnet,critical,internal_soc_export,2026-07-13T12:00:00,malicious
192.0.2.126,ipv4,scanning,high,opensource_feed_b,2026-07-22T23:00:00,suspicious
198.51.100.1,ipv4,phishing,medium,opensource_feed_a,2026-07-27T20:00:00,suspicious
203.0.113.10,ipv4,unknown,medium,opensource_feed_b,2026-06-07T08:00:00,benign
http://secure1304.example.org/download,url,unknown,medium,internal_soc_export,2026-06-26T17:00:00,suspicious
5dff16548319bc34f1f392835609f71e44725f37ce722f4fa667ac164a3d5b79,sha256,command_and_control,high,opensource_feed_a,2026-07-19T11:00:00,malicious
198.51.100.100,ipv4,botnet,medium,opensource_feed_b,2026-07-13T22:00:00,suspicious
203.0.113.245,ipv4,scanning,high,internal_soc_export,2026-07-30T15:00:00,suspicious
http://files1308.example.org/login,url,botnet,medium,internal_soc_export,2026-07-05T00:00:00,suspicious
192.0.2.78,ipv4,command_and_control,low,internal_soc_export,2026-07-22T00:00:00,suspicious
192.0.2.234,ipv4,command_and_control,medium,internal_soc_export,2026-06-19T11:00:00,suspicious
2825ae3d3655ba9d97f06c02d71d4dee1dd32f16,sha1,scanning,critical,opensource_feed_b,2026-08-09T23:00:00,benign
cdn1312.example.com,domain,brute_force,high,opensource_feed_b,2026-06-06T22:00:00,suspicious
203.0.113.210,ipv4,scanning,high,opensource_feed_a,2026-06-11T20:00:00,benign
be2cd45a3086df8e039b4a83460601318814d3e9ec82242d57da41b4667836cd,sha256,phishing,high,opensource_feed_b,2026-07-11T07:00:00,suspicious
static1315.example.com,domain,phishing,medium,opensource_feed_a,2026-06-14T05:00:00,suspicious
619611c70bc0860db5879ff2be3cf0e0bc0f84e9ac08ca5cc9f46790186b8faa,sha256,command_and_control,high,opensource_feed_b,2026-06-27T09:00:00,malicious
192.0.2.120,ipv4,phishing,medium,opensource_feed_b,2026-07-19T07:00:00,suspicious
203.0.113.217,ipv4,scanning,medium,opensource_feed_a,2026-07-11T21:00:00,benign
api1319.example.com,domain,scanning,high,opensource_feed_a,2026-07-26T18:00:00,benign
mail1320.example.com,domain,scanning,critical,internal_soc_export,2026-07-03T21:00:00,suspicious
7a0a3a05991c0ec1e090b3f3a8157cbcd86db615ee85fa7220e00e06a76f830b,sha256,brute_force,medium,opensource_feed_a,2026-06-30T23:00:00,benign
a7a8cdd0cccec49e26e501760199afda,md5,botnet,medium,internal_soc_export,2026-06-10T16:00:00,suspicious
4733f9b1ebf98e61e8fb6abdec781d99917854cb,sha1,malware_delivery,high,opensource_feed_a,2026-08-05T00:00:00,malicious
198.51.100.236,ipv4,data_exfiltration,high,opensource_feed_b,2026-06-18T17:00:00,malicious
192.0.2.135,ipv4,unknown,medium,internal_soc_export,2026-06-26T23:00:00,benign
http://secure1326.example.org/index,url,scanning,low,opensource_feed_a,2026-08-03T01:00:00,suspicious
192.0.2.11,ipv4,data_exfiltration,low,internal_soc_export,2026-08-09T20:00:00,benign
http://img1328.example.org/a,url,brute_force,critical,internal_soc_export,2026-07-21T22:00:00,suspicious
mail1329.example.com,domain,botnet,medium,opensource_feed_a,2026-06-19T04:00:00,suspicious
http://img1330.example.org/a,url,phishing,high,opensource_feed_a,2026-07-08T00:00:00,suspicious
38a73053b1014021aeb69f023d1e2791,md5,command_and_control,low,opensource_feed_b,2026-07-07T07:00:00,suspicious
http://files1332.example.org/index,url,data_exfiltration,medium,opensource_feed_a,2026-08-01T22:00:00,suspicious
198.51.100.105,ipv4,command_and_control,high,internal_soc_export,2026-07-26T10:00:00,malicious
203.0.113.226,ipv4,data_exfiltration,high,opensource_feed_b,2026-07-22T17:00:00,suspicious
40afb8bbbb272e9bed1dbd58aa6af564f1e72dc1a981be5cfe10a549c67d373c,sha256,botnet,high,opensource_feed_b,2026-06-18T16:00:00,suspicious
